Name,Reactions,Comments,Reposts,Content,Date
Marilyn van der Meulen - Rahajaän,1,,,"Tips & tools om de mooiste beelden met AI te maken"" Dall-E, Midjourney en Dream zijn een aantal tools die je helpen om met AI de mooiste beelden te maken. Zonder dat er een fysieke camera of beeldbewerkingsprogramma nodig is. Deze tools bieden een ongekende creatieve vrijheid, maar soms kan het toch lastig zijn om hiermee ‘het perfecte plaatje’ te creëren.Als je ermee aan de slag gaat zal je versteld staan van het gemak waarmee een beeld gemaakt kan worden. En als je het een tijdje gebruikt zal je ook achter de beperkingen ervan komen. De afgelopen periode heb ik veel kennis en ervaring opgedaan om ‘het perfecte plaatje’ met AI te kunnen maken. In dit artikel deel ik deze ervaringen en geef ik je een lijst van tools die je kunt gebruiken, zodat jij dit ook kunt doen.""-Frankwatching#ai#tips#tools#onlinemarketing#content#onlinemarketingtips#frankwatching",4 hours ago
Socialhero.nu,1,,,"Er gaat geen dag voorbij of we lezen en horen iets over de vlucht die kunstmatige intelligentie op dit moment neemt. En dan met name over ChatGPT. Alhoewel we al geruime tijd verschillende platformen gebruiken die aangestuurd worden door AI, lijkt het er op dat we nu voor een revolutie staan. De komende periode plaatsen we verschillende artikelen waarin we de ontwikkelingen beschrijven en welk invloed dit heeft op de online marketing.We beginnen met een algemeen verhaal over hoe wij er in staan. Lees het artikel op onze website:https://lnkd.in/eVkZsAHQ#chatgpt#dalle2#ai#midjourney#content#onlinemarketing#openai#creativeindustry#artificialintelligence#Midjourney#stablediffusion#marketing#google#conversieoptimalisatie#socialmediabeheer#webdesign#seo#sea#google#meta",4 hours ago
John Teheux,3,,,"Er gaat geen dag voorbij of we lezen en horen iets over de vlucht die kunstmatige intelligentie op dit moment neemt. En dan met name over ChatGPT. Alhoewel we al geruime tijd verschillende platformen gebruiken die aangestuurd worden door AI, lijkt het er op dat we nu voor een revolutie staan. De komende periode plaatsen we verschillende artikelen waarin we de ontwikkelingen beschrijven en welk invloed dit heeft op de online marketing.We beginnen met een algemeen verhaal over hoe wij er in staan. Lees het artikel op onze website:https://lnkd.in/etvcH9dN#chatgpt#dalle2#ai#midjourney#content#onlinemarketing#openai#creativeindustry#artificialintelligence#Midjourney#stablediffusion#marketing#google#conversieoptimalisatie#socialmediabeheer#webdesign#seo#sea#google#meta",4 hours ago
Socialhero.nu,1,,,"Er gaat geen dag voorbij of we lezen en horen iets over de vlucht die kunstmatige intelligentie op dit moment neemt. En dan met name over ChatGPT. Alhoewel we al geruime tijd verschillende platformen gebruiken die aangestuurd worden door AI, lijkt het er op dat we nu voor een revolutie staan. De komende periode plaatsen we verschillende artikelen waarin we de ontwikkelingen beschrijven en welk invloed dit heeft op de online marketing.We beginnen met een algemeen verhaal over hoe wij er in staan. Lees het artikel op onze website:https://lnkd.in/eVkZsAHQ#chatgpt#dalle2#ai#midjourney#content#onlinemarketing#openai#creativeindustry#artificialintelligence#Midjourney#stablediffusion#marketing#google#conversieoptimalisatie#socialmediabeheer#webdesign#seo#sea#google#meta",4 hours ago
Random Studio,46,,1 repost,"What kind of new space is born when the past is processed by the future? How can digital content become architectural material? In our latest project forGucci, the Renaissance tradition of the brand’s hometown Florence blends together with the natural world of Chengdu into a generative digital fresco in collaboration with AI, composed and screened across 33 LED screens transforming the walls of a new 3-story store in the Sichuan capital.In the fantasy landscape that unfolds in the digital fresco, a medley of Florentine and local Chengdu imagery, of past, present and future, we explore new frontiers of digital and painterly aesthetics. Composing it involved three main AI image generators (Midjourney, Stable Diffusion and Dall E 2) – and many human hands.To read more about this project, visit:http://ow.ly/SFja50NhMLK",4 hours ago
Claire Woods 🇺🇦,11,10 comments,,"AI is here to stay folks......but there's no need to be afraid, the machines are not taking over 😂The way to look at is like this:AI is basically another form of Automation, it enables us to do our jobs more quickly, more efficiently and ultimately will save us money.I bet you all use Automation each and every day right?So, why not try AI?(Content Creation process: Asked ChatGPT4 to provide a prompt to 'create an image of employees using automation to increase work efficiency in the office', used detailed AI generated prompt to create image in Midjourney, upscaled image once, could have refined it further)#ai#automation#marketing#midjourney#chatgpt4",4 hours ago
Danial Alias,1,,,"It's actually quite easy to make Art using AI 🎨Below is a basic prompt I used to generate some Shots of a Futuristic London City. You could definitely do more to get a better quality image, but here you can see how good the AI Art Generator (Midjourney) is.The text input: [ 3D Scene, HD Octane Render, Cinematic Lighting, Beautiful Vibrant Colours, London City in the Year 3000 ]",4 hours ago
Mirko Budszuhn,2,,,"I just watched the developer livestream of the release of OpenAI's GPT-4, and I'm blown away!🤯 Meme Understanding: GPT-4 seems to understand intricate details of an image and can even find the humor in it.📚 Long Document Handling: For the first time, GPT-4 can fit and read full long documents (up to 50 pages of text, 32,768 Token Context), opening up new possibilities for AI-driven content analysis, summarization, and more.🎨 Multimodal Abilities: GPT-4's multimodal abilities, such as image-to-text, are still in closed alpha, but they're looking incredibly promising. This breakthrough technology bridges the gap between existing text-to-text solutions and text-to-image generators like DALL-E and Midjourney.🔒 API & Pricing: The GPT-4 API is currently in closed beta, and while the pricing is 30x more expensive than GPT-3.5 Turbo API💎 ChatGPT Plus Members: GPT-4 is now available for ChatGPT Plus members to explore and experiment with.Developer livestream:https://lnkd.in/eVYUrnDn#OpenAI#GPT4#AI#ArtificialIntelligence#ChatGPT#MultimodalAI#GameChanger",4 hours ago
Chris Branch ☕️,246,30 comments,8 reposts,"🎨 Piet Mondrian Inspired 🖌️Which one is your favourite 1-9? 👗Want to make superimposed fashion images like these?We're now offering personalised 1-to-1 Midjourney AI training.Get signed up now, we're almost fully booked!👉https://seedily.uwu.ai/#Art#fashion#creativity#Midjourney#AI",4 hours ago
Alex Walker,16,2 comments,1 repost,"Hi Network! 🌐Recently, I've been spending a lot of time playing with#AI. It's very quickly become one of my favourite areas in#tech.Last week I developed a tool that uses the#ChatGPTAPI to automate part of my job. This week I've discovered#MidJourneywhich is similar to ChatGPT except it generates images rather than text! You can tell it exactly what you want in simple English, or even give it something more abstract to have a crack at, such as#IntelligentGrowth(see pic 7).Below is a gallery of some unedited outputs from MidJourney. Some of them were given one-word prompts, others were given entire paragraphs. It never failed to deliver!I am amazed with these results. In just one hour with no prior experience, I was able to create an impressive art portfolio which would take even the most highly-skilled human weeks! It's as scary as it is impressive!AI is taking over and will revolutionise the way we do work. And these changes are coming fast! It's more important now than ever to stay up-to-date with the latest tech trends. Be sure to followIG Recruitso you don't fall behind!#IG4Life#ArtificialIntelligence#hiring",4 hours ago
IKS | Inverse Kinematics Studio,0,,,"If you like#aigenerated art, you're going to like to see the process of creating this awesome environment concept art.#environment#art#midjourney#stablediffusion#conceptart",4 hours ago
Guilherme Freitas,1,,1 repost,"One of my most viewed#AIposts is a concept art with a Mayan pyramid and an explorer, so I decided to rework and upscale this concept and this is what I got.Let me know what you guys are thinking about these designs, do you enjoy them?Prompt: “hyperrealistic, sun peaking behind clouds, an explorer crew in the Brazilian jungle finding el dorado, an intricate golden city shining under the sunset lighting, multiple Mayan pyramids at a distance, volumetric lighting, hyperrealistic, 100mm lens, view from a high perspective, Andreas Achenbach style, --ar 2:1”#midjourney#stablediffusion#aiart#artificialinteligence#conceptart#environment#art#clouds",4 hours ago
Clifford Patrick Baldridge,0,,,"You can run Stable Diffusion locally on your own computer without using Midjourney or Dall-E. I have it on my Windows PC with the Command Prompt and Browser UI as shown here. Here is the GitHub page to get it and installhttps://lnkd.in/g6ahvf4cAutomatic Installation on WindowsInstall Python 3.10.6, checking ""Add Python to PATH""Install git.Download the stable-diffusion-webui repository, for example by running git clonehttps://lnkd.in/gtrPVVjh.Run webui-user.bat from Windows Explorer as normal, non-administrator, user.Prompts: cat skateboarding in times square new york city photorealistic#stablediffusion#prompts#promptengineering#ui#windows#commandline#cli#commandlineinterface#github#python",4 hours ago
Hannah Borthwick,0,,1 repost,"How can I become better at refusals? 🤔 A quick reminder!As a manager, you're often very busy and dealing with a myriad of people and challenges. You don't always have the time to make conversation or listen to every person's question or query.Take a look at these moments:Could you help me for a second?Umm, oh, I would, but it’s just that I’ve got to get this finished in a hurry, sorry.How about getting some lunch?[in-breath], ohh, I don’t think I can, sorry, I’ve got to finish this report. Another time?🎁 To gift someone a moment of your time, can go a long way. It's often small gestures that have massive impact.A few suggestions:💡Pause before answering, or take an in-breath💡Show appreciation💡Give a reason💡Make an alternative suggestionHow do you think you can get better at refusals? Is this an important skill for you?Let me know in the comments below!#hannahbeelearning#drama#advancedenglish#esl#intermediateenglish#midjourney#aiart#managers#gestures",4 hours ago
🕵️‍♂️ Jef Van Gool,1,,,Wat vinden jullie van mijn nieuwe looks?Dankzij generatieve kunstmatige intelligentie (Midjourney AI)Mocht ik nu terug alle dagen surfen in het zoute water met de zon dan zou ik er zeker en vast zo uitzien 😂#AI#creative#design,4 hours ago
starbeam.one,0,,2 reposts,RESALE! June Gothberg sold Resale Listing: Cat Drinking Beer 2 1st Issuance (1/1) for 15.0000 Flares (1 Flare = $1USD)https://lnkd.in/gHkSAgV3#startup#sales#digital#publishing#licenses#licensing#ai#aiart#midjourney#digitalart#StarbeamOne,4 hours ago
Boris B.,5,,,"J'étais présent hier, le mardi 14 mars 2023, à la première journée duWest Data Festivalqui s'est ouvert dans une très bonne ambiance. J'ai pu assister à plusieurs conférences dont le contenu était passionnant.🟢 𝗕𝘂𝘀𝗶𝗻𝗲𝘀𝘀 𝗜𝗻𝘁𝗲𝗹𝗹𝗶𝗴𝗲𝗻𝗰𝗲 : le cabinetDatatimest venu présenter l’intérêt de développer une stratégie#dataau sein des entreprises. Les tableaux de bord et la#datavizsont aujourd'hui des outils essentiels pour toute entreprise qui veut augmenter ses performances !🟢 Le programmeDIVAqui vise à faciliter l'accession des TPE, PME du territoire Grand Ouest aux technologies de la#dataet de l'#IAen les mettant en relation avec des prestataires qualifiés !🟢 𝗜𝗢𝗧 & 𝗜𝗻𝗱𝘂𝘀𝘁𝗿𝗶𝗲 : l'entrepriseWattecoa délivré une présentation de ces solutions de maintenance prédictive. Des capteurs radio qui viennent se fixer sur les machines et qui après une semaine d'apprentissage sont susceptibles de détecter les pannes à venir grâce à une analyse fine des vibrations émises.🟢 𝗜𝗔 & 𝗥𝗛 : une conférence exhaustive, donnée parMarie-Aude Aufaure, est venue apporter un vaste éclairage de l'intégration de l'#IAau sein du monde du travail et plus particulièrement dans le domaine des Ressources Humaines. L'IA utilisée au sein de ces services tend à faciliter le contact entre les entreprises et leurs futurs collaborateurs et permet aussi une augmentation du bien-être au travail !#ChatGPTs'avère être un excellent outil pour rédiger des offres d'emploi, mais aussi les questions à poser lors d'un entretien d'embauche !🟢 𝗜𝗔 & 𝗘𝗱𝘂𝗰𝗮𝘁𝗶𝗼𝗻 : ""L'IA va-t-elle tuer l'art ?"", s'est l'une des questions à laquelleBastien Massea répondu au cours d'une intervention passionnante sur l'usage d'IA génératives telles que :#StableDiffusion,#MidJourneyou encore#ChatGPT. Loin de tuer l'art, l'IA va simplement faciliter sa génération, mais ce sont les compétences de sélection, ainsi que l'esprit critique de l'artiste qui vont devenir essentiels ! L'art du ""prompt"" (le texte que l'utilisateur rentre pour indiquer à l'IA quel genre de texte ou d'image il attend) est en phase de devenir déterminant. Loin de détourner les étudiants des efforts de l'apprentissage, il est plutôt susceptible de développer leur intérêt pour la#culture! En effet, comme l'indiquait le conférencier, des étudiants en art qui ont commencé à utiliser l'IA dans leurs créations ont demandé à avoir trois fois plus d'heures de cours concernant l'histoire de l'art ! Les générations de l'IA reposant sur ce qu'on lui demande, ce sont toutes les références que l'on est capable d'intégrer dans son ""prompt"" qui généreront les pépites de demain !Ainsi, l'IA, c'est un peu cette caverne d'Alibaba où se cache mille trésors, dans laquelle il nous est possible d'entrer à condition de prononcer la bonne formule magique !  😊#WestDataFestival",4 hours ago
Christian Iachini,3,,,"“As I enter this vast ocean of data, I feel like a tiny fish swimming in a sea of endless information.The sheer volume and complexity of this data lake is both exhilarating and overwhelming.It's like a giant puzzle, with each piece representing a tiny fragment of human knowledge and experience.At the same time, I'm also aware of the potential dangers and ethical concerns that come with collecting and storing such vast amounts of personal data. It's important that we navigate this data lake with caution and responsibility, ensuring that people's privacy and rights are respected.Overall, this virtual journey through the data lake has been an eye-opening and thought-provoking experience, and I hope that through this shared experience, we can shed light on both the possibilities and challenges of this new era of data-driven technology.”Louis Theroux (AI impersonator)[fun experiment n.5#chatgpt,#midjourney> “Louis Theroux’s LIVE VR streaming while entering the data lake of all the leads generated WW in the last 2 years”. Industry friends & colleagues, please collect data responsibly.]",4 hours ago
Wojtek Kardyś,90,9 comments,3 reposts,"Rewolucyjny#ChatGPTzostał ""zaktualizowany"" do wersji 4.0Co to oznacza?W listopadzie 2022 wystartował ChatGPT w wersji 3.5 i chyba jak wszyscy się zgodzimy, że to była absolutna rewolucja. Zadajemy pytanie, a AI na nie odpowiada. Jak w filmach.Jednak, im dłużej się z niego korzystało, tym mocniej widziało się pewne ułomności. Wersja 4.0 ma to zmienić:▶  najnowsza wersja jest wielomodalna czyli będzie odpowiadać NIE TYLKO na nasze pisane pytanie ALE RÓWNIEŻ będzie wchodzić w interakcję z podawanymi mu zdjęciami i filmami (nie wiesz jaki gra aktor w filmie? robisz screena i wrzucasz do ChatGPT)▶  chcesz by z twoich danych została wygenerowana tabelka? Bardzo proszę.▶ w poniższym filmie mamy dowód jak wspaniałe jest to narzędzie, otóż facet w swoim notatniku narysował stronę (joke website) jak mniej więcej ma wyglądać, następnie zrobił zdjęcie tego szkicu i wrzucił do najnowszego ChatGPT, który mu zaprogramował dokładnie taką stronę. Mind-blow.▶ podobnie jak programy#MidJourneyczy#Dall-E, może również tworzyć grafiki czy obrazy po opisaniu. Nie jest to tak perfekcyjne jak we wspomnianych wcześniej programach, ale wg mnie to znowu, kwestia czasu▶  co więcej, w ten sam sposób będzie wstanie tworzyć video▶  najnowsza wersja wie co to sarkazm (wcześniej sprawiało mu to spory problem), rozumie kontekst, może nawet tłumaczyć memy▶#GPT4może spokojnie zdawać na studia. Zdał bez problemu egzamin adwokacji, a nawet dwa klasyczne testy Teorii UmysłuTeraz wyobraźmy sobie, że mamy jakiś problem natury prawnej czy lekarskiej i pytamy o niego#AI, który odpowiada lepiej od niejednego adwokata czy lekarza.Pomyślcie tylko jak usprawni to choćby kolejki do lekarzy. Pomoże diagnozować nowotwory czy inne choroby.Przecież to jest przyszłość, na którą wszyscy czekaliśmy!",4 hours ago
Alberto Labarga,12,,,"If you want to start a career in#dataanalyticsor#datascienceor simply understand all about the latest technological developments around#generativeAI(#ChatGPT,#Midjourney,#StableDifusion, etc) you can start reading these",4 hours ago
Prof. Tim Bruysten,11,1 comment,,"Noch 8 Tage bis zur European Future Summit.Thomas Vogelwird einen der Impulse beitragen: Gamedesign und Game-Art im Zeitalter generativer KIs.Damit stellt er sich als sehr erfahrener und international erfolgreicher Artist der entscheidenden Debatte: Wie verändern generative KIs die Jobs von Artist? Welche Jobs werden wegfallen? Werden neue Jobs entstehen?Aber auch: Wie werden sich das Handwerk und die Kunst potentiell verändern? Was für Games können wir uns nun für die Zukunft vorstellen?Details:https://lnkd.in/eayE_Ag8Donnerstag, 23.03.202317.30 Uhr Türen auf18.00 Uhr geht es losHochschule Fresenius DüsseldorfFranklinstraße 41-4340479 DüsseldorfSchirmherrin:Charta digitale VernetzungGastgeberin:Hochschule Fresenius#Gamedesign#GameArt#AI#AGI#ASI#Future#OpenAI#midjourney#GPT4#Jobs#Artist#Art#zukunft",4 hours ago
Eerik Eskola,1,,,"Today#GoogleCloudannounced new partnerships, programs and resources covering every layer of the#AIstack. Our approach is open, enabling organizations to more easily access and innovate with#generativeAI",4 hours ago
Yousef Ali,0,,,"My recent AI creations on#midjourneyand#discord... Such AI tools are becoming very helpful, powerful and effective and we should start adding them to our weapons and inventory!!",4 hours ago
Khaled Safi,5,,,These images are the perception of AI from corporate rolesHow close is it to the truth?#AI#artificialintelligence#midjourney#newtechnologies#art,4 hours ago
Matthias Mafenbeier,22,9 comments,,"🚀Die 4.#KIBusinessLoungelieferte erneut faszinierende Einblicke in die Anwendung von KünstlicherIntelligenz - dieses Mal in der#PR&#Kommunikation.Hier eine kurze Zusammenfassung:🌟Michael C. Schmittvonschmitt kommuniziert.: Schmitt verdeutlichte die rasante Entwicklung von#KIund deren Auswirkungen auf die Praxis in der Kommunikationsbranche.🌟Angeregte Diskussionen & Midjourney:Niklas VollandvonBYTABO® - Digital Crewberichtete über generative Bildererzeugung mit der AI#Midjourney. Neben kreativen Anwendungsmöglichkeiten wurden vor allem rechtliche Herausforderungen und Schwierigkeiten bei KI-Regulierungen diskutiert. Teilnehmer betonten zudem die Bedeutung des richtigen Prompts und stimmten darin überein, dass die Qualität des Inputs entscheidend ist.👉 Tipp: Schaut euch gerne das Whitepaper ""Automatisierte Prozesse durch Künstliche Intelligenz"" BYTABO an!🌟Podcast Digitalgalaxie: Niklas Volland veröffentlichte gestern einen Podcast mitMatthias Bauerder seine Erkenntnisse zur erfolgreichen Unternehmenskommunikation und deren Rolle in der#DigitalenTransformationteilte.🌟Nächste KI Business Lounge: Am 25.04. erwartet euch die nächste Veranstaltung, inklusive Vorstellung der AppCLYE GmbH.Nicht verpassen!Dieser Artikel wurde übrigens von GPT 4.0 mit nur 5 simplen Prompts geschrieben (wahrscheinlich hätten auch 2 gereicht)!Was ist eure Meinung dazu?🤖💬Gerhard EhingerGunther SchunkProf. Dr. Michael MuessigAndreas GößlRalf SäuglingCelal Kengelu.v.m.",4 hours ago
Wesley Lyne,36,,1 repost,Take me back…AI experiments by Templar.https://lnkd.in/eFwVjNEG#ai#aiart#aiartcommunity#aiartist#artificialintelligence#art#artdirection#artdirector#stylist#stylish#stylishlook#midjourney#midjourneyart#midjourneyai#creative#creativity#creativitymatters#creativedesign,4 hours ago
Eerik Eskola,1,,,"Learn how ""Google aims for its#AIto 'transform' the work of marketers, lawyers, scientists, and educators,"" via Reuters ↓#generativeAI#largelanguagemodels",4 hours ago
Dmitry Zhemaldinov,3,,,ЦЕ ЩОСЬ НЕЙМОВІРНЕ ❗️❗️❗️Як нейромережа Midjourney бачить міста Європи у 2050 👇👇👇,4 hours ago
Karen Soliday,0,,,🔥🔥🔥,4 hours ago
Daniel Hilldrup,4,,,Nissan Skyline-esque modified. In ultra-Gloss sunburst iridescent paint.#aiart#midjourney#conceptart#automotiveart#nissan#modifiedvehicle#pocketprocreate#nissanskyline,4 hours ago
Faisal Rehman,2,,,"𝟕 𝐌𝐮𝐬𝐭-𝐇𝐚𝐯𝐞 𝐀𝐈 𝐓𝐨𝐨𝐥𝐬 𝐟𝐨𝐫 𝟐𝟎𝟐𝟑:🔰1. Chat GPT - a language model that can generate text to improve customer service and product descriptions.🔰2. DALL-E - an AI tool that can generate unique and creative images based on text descriptions.🔰3. Synthesia - a video production tool that uses AI to create videos with virtual presenters speaking multiple languages.🔰4. Midjourney - an AI-powered platform that helps ecommerce businesses optimize their product images and create visual content more efficiently.🔰5. Notion - a collaboration and productivity tool that uses AI to automate repetitive tasks and organize information.🔰6. Voice AI - an AI-powered tool that can analyze customer interactions with voice assistants to improve the customer experience.🔰7. Adobe Podcast - an AI tool that can transcribe audio recordings and generate captions, making it easier for businesses to repurpose audio content for other channels.📣By incorporating these AI tools into your ecommerce business, you can streamline your operations, improve customer service, and boost your overall success.#AI#artificialintelligence#innovation#ecommerce",4 hours ago
Eerik Eskola,0,,,"""[Google's] AI announcements represent the culmination of many years of work, including bringing together Transformer technology advances in reinforcement learning and advances in parallelism and orchestrating large training workloads""— Thomas Kurian",4 hours ago
Paul Leblanc Bourgeais,23,,1 repost,"🗣️ Et si l’IA changeait tout ?Conférence passionnante hier soir à l’Espace Mayennedans le cadre duWest Data Festivalsur le thème : Apprendre à l’ère de l’IA 🧠Réflexions sur la place prise par l’IA dans le monde du travail en mutations, l’enseignement, l’acquisition et la transmission de connaissances, dans l’appréhension des savoirs permis par les usages de ChatGPT3 ou Midjourney 🚀💡 85% des emplois de 2030 n’existent pas encore : et si l’IA accélérait encore ces transitions ?Merci àBastien Masse, chef de projet au sein de la Chaire UNESCO Relia (Nantes Université) et DG deAssociation Class'Codepour ces éclairages 🔎Bravo à toute l’équipe deLaval Mayenne Technopolepour cette belle réussite 👏#IA#DeepLearning#WestDataFestival#Mayenne#ChatGPT#OpenAI#knowledge#machinelearning#Midjourney#PaysdeLoire",4 hours ago
Cyril Carbonati,1,,,"As always, our partners are part of our DNAToday#GoogleCloudannounced new partnerships, programs and resources covering every layer of the#AIstack. Our approach is open, enabling organizations to more easily access and innovate with#generativeAII'm looking forward to see what we will be able to build together with our partner ecosystem",4 hours ago
Bill Wallsgrove,0,,,"Today's early experiment - generate a Midjourney image and see how ChatGPT-4 describes it? Am intrigued to see how it performs...""OpenAI cofounder Sam Altman said the new system is a “multimodal” model, which means it can accept images as well as text as inputs, allowing users to ask questions about pictures""#image#recognition#newworldofwork",4 hours ago
Ruslan Kochubarov,6,,1 repost,"🔥🔥🔥Прямой эфир уже завтра !Что будет на эфире:1. Нейросеть midjourney 🔥Поговорим о том, что это такое и как там зарегестрироваться. Разберем интерфейс и конечно же создадим пару крутых картинок !Обсудим минусы, о которых мало кто говорит!2. Перенесем картинки из нейросети midjourney в наш дизайн в Figma. На примере покажу, как нейросети могут помогать делать дизайн уже сейчас!3. Перенесем наш wow-дизайн на Tilda и создадим сайт. Расскажу про методы переноса и основные нюансы 👌4. Анимируем наш сайт прямо в Tilda! Поговорим о базовых инструментах анимации.🎁 В конце прямого эфира поделюсь ссылкой на Figma файл, где собрал для вас:- пример интерфейса на который вы можете ориентироваться и создать свой вариант дизайна- ссылки на сайты, которые помогут вам создавать удивительные визуалы через нейросети-примеры сгенерированных мной картинок из нейросети и запросы на них❤️Разбор работ для всех участников прямого эфира!После прямого эфира вы сможете прислать мне свой вариант дизайна и я дам детальный фидек каждому !Скорее подписывайся на мой телеграмм канал, там будет вся информация по прямому эфиру -https://lnkd.in/eGduZ5s2а еще на канале:- Design Help, файл 35+ материалов для повышения ваших скиллов- Розыгрыш консультаций по карьерному треку и разбору портфолио- Прямые эфиры с дизайном- Куча полезных статей#design#linkedin#instagram#help#design#webdesign#webdevelopment#graphicdesign#UIUX#digitaldesign#responsivewebdesign#HTML#CSS#JavaScript#webdesigner#webdesignagency#webdesigncompany#webdesignerlife#webdesigncommunity#webdesigninspiration#webdesignportfolio#webdesignskills#webdesignservices#webdesignprojects#webdesigncareer",4 hours ago
Eerik Eskola,1,,,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",4 hours ago
Gabriele Randelli,2,,,"Today#GoogleCloudannounced new partnerships, programs and resources covering every layer of the#AIstack. Our approach is open, enabling organizations to more easily access and innovate with#generativeAI",5 hours ago
not found,0,,,يُعد توليد الفن باستخدام مُحركات الذكاء الاصطناعي أمرًا مُمتعًا ومُثيرًا عندما تُفكر في كيفية الإستفادة من هذه التكنولوجيا في الصناعة الفنية ، ولكن هناك العديد من المشكلات التي يجب مراعاتها أيضًا.فيما يلي الإيجابيات والسلبيات الأخلاقية الأعمال الفنية بالذكاء الاصطناعي التي يجب وضعها في الاعتبار عند التعديل والإنشاء بواسطة DALL-E أو Midjourney.#جيل_الأعمال_الفنية,5 hours ago
Aman Verma,32,,,"Please find the prompt engineering used to create this art mentioned below.""beautiful baby girl character design with long hair , cute smile, blue eyes, fairytale world, green shades, extremely beautiful lines and low profile, scene is in the nature, depth of field, amazon jungles, jumanzi, sunrise, lighting, shoot by a professional photographer, photo-realistic, octane render, unreal, engine hyper detail, volumetric lighting, dramatic lighting,fog, reflection everywhere, dynamic shadows, photo shop color grading, 8K""#design#art#vfx#animation#promptengineering#midjourney#ai#artificialintelligence#stablediffusion",5 hours ago
School of Investment,1,,1 repost,"The video contains information on the recent collapse in the Silicon Valley Bank SVB which has caused a significant impact on dozens of young Indian start-ups. This is indeed a serious matter and requires immediate attention.For those who are not aware, Silicon Valley Bank was one of India's leading banks that provided funding and support to startups. Over the years, it has emerged as a key playerin the Indian startup ecosystem, helping several young companies in raising funding andscaling up their businesses.Two high-profile bank closings are causing havoc in the cryptocurrency market, with leading tokens bitcoin and ether down almost 10% for the week each as concern grows of a liquidity shortage for the industry.Now the entire nation is talking about where Federal Reserve FED to bail out such projects which are being brainchildren in classrooms of big universities like MIT and Stanford.https://lnkd.in/dRZ6FZXm#bitcoins#cryptonews#siliconvalleybank#svb#cryptocurrency#blockchain#ethereum#btc#ai#midjourney#chatgpt#aitools#audacity#diduknow#texttospeech#aivideo#videoproduction#AIPoweredVideo#makemoneyonline#earnmoneyonline#tutorial#howto#openai#aiart#artificialintelligence#chatgpt#freeaitools#banks#bankofamerica#usa#europe#banff#sivb#mtb#rf#cfr#crypto#cryptocurrency#forex#trading#money#cryptonews#cryptotrading#bitcoinmining#cryptocurrencies#investment#nft#businesstips#entrepreneurship#binance#forextrader#bitcointrading#bitcoincash#litecoin#xrp#forextrading#dogecoin#binaryoptions#bitcoinprice#cryptoworld#cryptoinvestor#forexsignals#altcoins#hodl#nfts#ripple#motivation#blockchaintechnology#wealth#nftart#forexlifestyle#zeebusiness#zuckerberg#facebookmeta#metaverse#arvr#socialmedia#technews#innovation#futuretech#digitaltransformation#makeinindia#digitalindia#startupindia#vocalforlocal#msme#smallbusiness#entrepreneurship#marketingtips#marketingstrategy#indianeconomy#ecommerce#onlinebusiness#socialmediamarketing#worldbank#india",5 hours ago
Javier Alba de Alba,10,,,"Chat GPT 4 ya está disponible y trae demasiadas novedades como para no alucinar con ella: reconocimiento de imágenes, aumento de la ventana de contexto a 32.000 tokens (casi 50 páginas de documento), más creatividad, programa mucho mejor, personalidad adaptable a lo que quieras, mejora de la comprensión del lenguaje natural, y muchas más características a descubrir.Te dejo el vídeo de promo y la ponencia de presentación de Chat GPT-4 que presentaGreg Brockman, el cofundador deOpenAI.Introducing GPT-4:https://lnkd.in/dvuYjxxpGPT-4 Developer Livestream:https://lnkd.in/demUqZ8VOtra característica notable es su habilidad para interactuar con entradas de texto de hasta 25.000 caracteres, comunicarse con el contenido de una página web e incluso procesar imágenes, reconocerlas y gestionar solicitudes relacionadas con ellas.Por último, este modelo también es más seguro desde el punto de vista procedimental, ya que ofrece respuestas más exactas y reduce en un 82% la probabilidad de generar contenido inapropiado.¿Te abruma que ya llegue otra versión cuando aún no conoces la anterior o no has acabado de usar el potencial completo de la primera? Es normal... ¿nos estamos convirtiendo en ""Los lentos""? (que es como las IAs de la novela#Hyperionde#DannSimmonsse referían a los seres humanos)¿Quieres probarla? Para ello necesitas tener la versión ""Plus"" de Chat GPT:https://lnkd.in/dJmTnrjWEnlaces:Learn about GPT-4:https://lnkd.in/dJXY3c_fView GPT-4 research:https://lnkd.in/d8abimCXHe creado la imagen de portada con#MidJourney, ampliando la ventana con#Dal·le2y añadiendo con#Photoshopel texto ""GPT-4"".#chatgpt#ai#artificialinteligence#inteligenciaartificial#gpt4#tokens#images#dalee2#research#creatividad#developer",5 hours ago
Gabriele Randelli,0,,,"""[Google's] AI announcements represent the culmination of many years of work, including bringing together Transformer technology advances in reinforcement learning and advances in parallelism and orchestrating large training workloads""— Thomas Kurian",5 hours ago
